"NN","CD","IN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","IN","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0"
"IN","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0"
"JJ","NN",":","0","0","1","1","-62","0","6","4","0.0","2","0","0","1","0"
"NN",":","NNP","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
":","NNP","VBZ","1","0","0","1","-46","0","10","0","0.0","10","0","0","1","1"
"NNP","VBZ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","NN","IN","2","5","0","3","-48","0","4","6","0.0","2","0","0","0","0"
"NN","IN","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NNP","NNP","8","0","0","8","36","0","5","5","0.0","0","0","0","1","0"
"NNP","NNP","TO","1","6","0","5","-54","0","3","7","0.0","4","0","0","1","0"
"NNP","TO","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"TO","NNP","CD","0","5","0","5","-72","0","9","1","0.0","8","0","0","1","0"
"NNP","CD","CD","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","CD","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","NN","NNP","0","0","0","0","0","0","0","1","0.0","1","0","1","0","0"
"NN","NNP","NNP","4","1","1","3","-22","0","2","8","0.0","6","0","0","1","0"
"NNP","NNP","CD","1","3","6","3","-58","1","6","2","1.0","4","0","0","1","0"
"NNP","CD","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CD","NNP","NNP","1","2","0","1","-38","0","2","8","0.0","6","0","0","1","0"
"NNP","NNP","NNPS","4","3","4","0","-12","0","0","10","0.0","10","0","0","1","0"
"NNP","NNPS","IN","6","0","0","6","18","0","1","9","0.0","8","0","0","1","0"
"NNPS","IN","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NNP","CD","0","6","0","6","-64","1","3","6","0.0","3","0","0","1","0"
"NNP","CD",":","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CD",":","NN","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
":","NN","NN","0","0","0","0","0","0","2","1","0.0","1","0","1","0","0"
"NN","NN","NN","7","0","0","7","32","0","1","9","0.0","8","0","1","0","0"
"NN","NN","VBZ","0","9","0","9","-74","1","1","8","0.0","7","0","0","0","0"
"NN","VBZ","PRP$","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","PRP$","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP$","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","IN","3","1","0","2","-18","0","3","7","0.0","4","0","0","0","0"
"NN","IN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","DT","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","NN","CD","1","1","0","0","-42","3","5","2","0.0","2","0","0","0","0"
"NN","CD","VBG","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","VBG","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"JJ","NN","NN","4","0","0","4","4","2","3","5","0.0","2","0","0","0","0"
"NN","NN","NN","7","0","0","7","28","3","3","4","0.0","1","0","0","0","0"
"NN","NN",",","2","5","0","3","-38","1","3","6","0.0","3","0","0","0","0"
"NN",",","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
",","NN","NN","6","1","0","5","26","0","3","7","0.0","4","0","0","0","0"
"NN","NN","NN","6","1","0","5","26","0","3","7","0.0","4","0","0","0","0"
"NN","NN","CD","6","1","0","5","26","0","3","7","0.0","4","0","0","0","0"
"NN","CD","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","NN","CD","3","0","0","3","-20","2","5","3","0.0","2","0","1","0","0"
"NN","CD","VBG","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","VBG","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","DT","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","NNP","NN","8","0","1","7","50","0","1","9","0.0","8","0","0","1","1"
"NNP","NN","RB","5","0","3","2","10","1","4","5","0.0","1","0","1","0","0"
"NN","RB","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","VBD","PRP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","PRP","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","VBD","RB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","RB","RB","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"RB","RB","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","DT","4","2","3","1","0","0","2","8","0.0","6","0","0","0","0"
"NN","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN",":","1","3","0","2","-60","3","2","5","0.0","2","0","0","0","0"
"NN",":","RB","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
":","RB","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","JJ",".","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ",".","CD","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","CD","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CD","NNS",".","1","7","0","6","-48","2","1","7","0.0","5","0","0","0","0"
"NNS",".","CD","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","CD","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CD","NNS","VBZ","1","7","0","6","-48","2","1","7","0.0","5","0","0","0","0"
"NNS","VBZ","PRP$","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","PRP$","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP$","NN","IN","3","6","0","3","-36","0","3","7","0.0","4","0","0","0","0"
"NN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN",".","0","9","0","9","-74","1","1","8","0.0","7","0","0","0","0"
"NN",".","DT","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","DT","VBZ","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0"
"DT","VBZ","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","JJ","2","0","0","2","-12","1","4","5","0.0","1","0","0","0","0"
"NN","JJ","VBN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","VBN","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN",",","0","9","0","9","-74","1","1","8","0.0","7","0","0","0","0"
"NN",",","CC","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
",","CC","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CC","JJ","RB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","RB","VBN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","VBN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBN","DT","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","NN","WP","0","1","11","10","-80","0","2","8","0.0","6","0","0","0","0"
"NN","WP","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"WP","VBD","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","DT","JJR","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","JJR","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJR","NN","IN","2","7","0","5","-38","1","5","4","0.0","1","0","0","0","0"
"NN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN","NN","1","0","3","2","-36","0","2","8","0.0","6","0","0","0","0"
"NN","NN",")","0","0","0","0","0","0","0","0","1.0","0","0","1","0","0"
"NN",")","NNP","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
")","NNP","NNP","2","2","3","1","-42","0","4","6","0.0","2","0","0","1","0"
"NNP","NNP","NNP","6","3","0","3","34","0","3","7","0.0","4","0","0","1","0"
"NNP","NNP","VBD","7","0","0","7","24","3","6","1","0.0","3","0","0","1","0"
"NNP","VBD","NNP","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"VBD","NNP","NN","3","1","2","1","-20","2","1","7","0.0","5","0","0","1","0"
"NNP","NN","RP","1","0","5","4","-56","1","2","7","0.0","5","0","0","0","0"
"NN","RP","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RP","IN","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","NN","1","0","0","1","-42","0","3","7","0.0","4","0","0","0","0"
"NN","NN","CC","0","3","0","3","-68","0","4","6","0.0","2","0","0","0","0"
"NN","CC","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CC","NN","IN","6","1","0","5","26","0","3","7","0.0","4","0","0","0","0"
"NN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN",".","1","0","3","2","-42","0","1","9","0.0","8","0","0","0","0"
"NN",".","JJ","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"JJ","NN","NN","0","1","8","7","-60","1","0","9","0.0","8","0","0","0","0"
"NN","NN","PRP","0","5","0","5","-68","1","2","7","0.0","5","0","0","0","0"
"NN","PRP","MD","0","0","0","0","0","0","0","0","0.0","0","1","0","1","1"
"PRP","MD","VB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"MD","VB","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VB","VBD","CD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","CD","RB","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","RB","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","JJ","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","VBP","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","JJ","JJ","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"JJ","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","CC","10","0","0","10","76","0","1","9","0.0","8","0","0","0","0"
"NN","CC","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CC","VBP","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","DT","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","NN","NN","4","0","5","1","-16","0","2","8","0.0","6","0","0","0","0"
"NN","NN",",","1","7","0","6","-46","1","0","9","0.0","8","0","0","0","0"
"NN",",","VB","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
",","VB","PRP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VB","PRP",".","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP",".","JJ","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","JJ","NNP","0","0","0","0","0","0","0","0","0.0","0","0","1","0","1"
"JJ","NNP","CD","0","3","0","3","-60","0","4","6","0.0","2","0","0","1","0"
"NNP","CD","NNS","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","NNS","NN","2","3","1","1","-34","0","3","7","0.0","4","0","0","0","0"
"NNS","NN","VBZ","0","9","0","9","-74","0","1","9","0.0","8","0","0","0","0"
"NN","VBZ","RP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","RP","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RP","IN","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"IN","NN",":","0","5","0","5","-60","0","10","0","0.0","10","0","0","0","0"
"NN",":","NN","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
":","NN","PRP","0","0","0","0","0","0","0","1","0.0","1","0","1","0","0"
"NN","PRP","VBP","0","0","0","0","0","0","0","0","0.0","0","1","0","1","1"
"PRP","VBP","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","JJ","NNS","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"JJ","NNS","IN","1","0","0","1","-26","0","1","9","0.0","8","0","0","0","0"
"NNS","IN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","JJ","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NNS",":","3","0","0","3","-28","0","6","4","0.0","2","0","0","0","0"
"NNS",":","VBD","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
":","VBD","PRP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","PRP","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","DT","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","NN","IN","0","10","0","10","-78","0","2","8","0.0","6","0","0","0","0"
"NN","IN","RB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","RB",",","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB",",","CC","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
",","CC","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CC","DT",".","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT",".","PRP","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","PRP","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0"
"PRP","VBP","PRP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","PRP","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","IN","VBG","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","VBG","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","NNS","PRP","5","0","0","5","10","1","4","5","0.0","1","0","0","0","0"
"NNS","PRP","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","VBP",":","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP",":","VBP","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
":","VBP","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","VB","3","1","0","2","-18","0","3","7","0.0","4","0","0","0","0"
"NN","VB","DT","0","0","0","0","0","0","0","0","0.0","0","0","1","0","1"
"VB","DT","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","NN","PRP$","3","3","0","0","-30","0","4","6","0.0","2","0","0","0","0"
"NN","PRP$","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP$","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
"JJ","NN","NNP","4","1","0","3","-10","0","1","9","0.0","8","0","0","0","0"
"NN","NNP","VB","0","8","0","8","-74","0","0","0","1.0","0","1","1","0","0"
"NNP","VB","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VB","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","IN","0","0","0","0","0","2","1","7","0.0","5","0","0","0","0"
"NN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN","NN","1","8","0","7","-52","0","1","9","0.0","8","0","0","0","0"
"NN","NN","NN","2","2","1","0","-26","2","6","2","0.0","4","0","0","0","0"
"NN","NN","NNP","2","1","2","0","-30","1","0","9","0.0","8","0","1","0","0"
"NN","NNP","NNS","4","0","1","3","-16","1","7","2","0.0","5","0","0","1","1"
"NNP","NNS",":","6","0","0","6","24","0","0","1","0.0","1","0","1","0","0"
"NNS",":","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
":","NN","NNS","3","4","0","1","-16","0","0","10","0.0","10","0","0","0","0"
"NN","NNS","WP","4","0","7","3","-12","1","3","6","0.0","3","0","0","0","0"
"NNS","WP","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"WP","VBP","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","MD","0","0","1","1","-54","1","5","4","0.0","1","0","1","0","0"
"NN","MD","VB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"MD","VB","VBG","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VB","VBG","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NN","IN","1","3","0","2","-60","3","2","5","0.0","2","0","0","0","0"
"NN","IN","PRP$","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","PRP$","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP$","NN","VBG","0","7","0","7","-68","0","10","0","0.0","10","0","0","0","0"
"NN","VBG","PRP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","PRP","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN","NN","2","8","0","6","-36","0","6","4","0.0","2","0","0","0","0"
"NN","NN","JJ","0","0","0","0","0","0","0","0","1.0","0","0","1","0","0"
"NN","JJ","NN","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"JJ","NN","NN","7","0","8","1","22","0","5","5","0.0","0","0","0","0","0"
"NN","NN","PRP","7","0","8","1","22","0","5","5","0.0","0","0","0","0","0"
"NN","PRP","VBP","0","0","0","0","0","0","0","0","0.0","0","1","0","1","1"
"PRP","VBP","RB","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"VBP","RB","RB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","RB","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","IN","NNP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NNP","NN","0","5","1","4","-62","3","2","5","0.0","2","0","0","1","0"
"NNP","NN","DT","2","3","0","1","-46","1","1","8","0.0","7","0","0","0","0"
"NN","DT","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","1","0"
"DT","NNS","VBP","1","0","9","8","-48","0","1","9","0.0","8","0","0","0","0"
"NNS","VBP","VBG","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","VBG","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBG","IN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","DT","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"DT","NN","NN","0","2","0","2","-58","1","2","7","0.0","5","0","0","0","0"
"NN","NN","IN","5","0","0","5","6","2","6","2","0.0","4","0","0","0","0"
"NN","IN","PRP$","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","PRP$","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP$","NN","IN","4","1","0","3","-2","1","4","5","0.0","1","0","0","0","0"
"NN","IN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","DT","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","NN","VBD","7","0","0","7","20","1","4","5","0.0","1","0","0","0","0"
"NN","VBD","CD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","CD","NNP","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","NNP","PRP","0","2","1","1","-70","3","0","7","0.0","4","0","0","1","0"
"NNP","PRP","VBZ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","VBZ","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","JJ","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","IN","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","DT","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","NN","CD","4","0","0","4","4","2","3","5","0.0","2","0","0","0","0"
"NN","CD","PRP","0","0","0","0","0","0","0","0","0.0","0","1","0","0","0"
"CD","PRP","NN","0","0","0","0","0","0","0","0","0.0","0","1","0","1","1"
"PRP","NN","VBG","0","7","0","7","-56","2","1","7","0.0","5","0","0","0","0"
"NN","VBG",")","0","0","0","0","0","0","0","0","0.0","0","0","1","1","0"
"VBG",")","NNP","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
")","NNP",".","3","1","0","2","-18","0","2","8","0.0","6","0","0","1","0"
"NNP",".","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","NN","IN","5","1","1","4","8","0","4","6","0.0","2","0","0","1","0"
"NN","IN","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"IN","NN","NN","1","3","0","2","-64","5","0","5","0.0","0","0","0","0","0"
"NN","NN",":","7","0","0","7","22","1","3","6","0.0","3","0","0","0","0"
"NN",":","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
":","NN","NNS","0","0","0","0","0","0","0","1","0.0","1","0","1","0","0"
"NN","NNS","NNS","8","0","0","8","36","2","3","5","0.0","2","0","0","0","0"
"NNS","NNS","NN","5","1","2","3","-2","1","2","7","0.0","5","0","0","0","0"
"NNS","NN","VB","3","1","0","2","-18","0","3","7","0.0","4","0","0","0","0"
"NN","VB",".","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VB",".","NN","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","NN","CC","2","0","1","1","-42","2","3","5","0.0","2","0","1","0","0"
"NN","CC","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"CC","NN","RB","0","8","0","8","-60","0","4","6","0.0","2","1","0","0","0"
"NN","RB","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","VBD","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","DT","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","JJ","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJ","NNS","VBP","5","1","7","2","8","2","1","7","0.0","5","0","0","0","0"
"NNS","VBP","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","NN","NN","2","1","1","1","-40","0","6","4","0.0","2","0","0","0","0"
"NN","NN","NN","0","0","0","0","0","0","0","0","1.0","0","0","1","0","0"
"NN","NN",".","0","8","0","8","-78","4","1","5","0.0","1","0","0","0","0"
"NN",".","PRP","0","0","0","0","0","0","0","0","0.0","0","1","1","0","0"
".","PRP","VBD","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"PRP","VBD","VBP","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBD","VBP","RB","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","RB","JJ","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"RB","JJ","NNP","0","0","0","0","0","0","0","0","0.0","0","0","1","0","0"
"JJ","NNP","VBZ","4","1","0","3","-20","0","10","0","0.0","10","0","0","1","0"
"NNP","VBZ","DT","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBZ","DT","JJS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"DT","JJS","NN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"JJS","NN","NN","0","8","0","8","-74","0","8","2","0.0","6","0","0","0","0"
"NN","NN","PRP","0","6","0","6","-60","0","8","2","0.0","6","0","0","0","0"
"NN","PRP","VBP","0","0","0","0","0","0","0","0","0.0","0","1","0","1","1"
"PRP","VBP","VBN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBP","VBN","IN","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
"VBN","IN","NNS","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0"
